TRANSACTION_ID,DATE,DESCRIPTION,TRANSACTION_TYPE_ID,CATEGORY_ID,ACCOUNT_ID,VALUE
992,11/07/2000,XQZHXWWECDX9QLGKLQ0V,7474,1959,5390,32612
993,08/09/1994,BSAV5QS4EI1E7LBX2C44,3726,9672,6985,3574
994,24/12/1987,8UZXYTB91GIUL260CCBG,5821,9362,4629,20638
995,28/03/2002,AFFP4EXAJAOILHIG3ERF,6982,4586,1394,34566
996,16/12/1990,6N9UI85IS7T4VHV5F35W,3935,8703,8524,46677
997,19/04/1998,2XFOOJOTHJAIUMM1WSMH,5109,7284,4045,49340
998,07/06/1985,K6C2AMTGQNLKJSOM8OWT,7009,992,4391,38352
999,12/11/1991,C9T50VE1J1YVE7A675DH,949,1596,3209,18439
1000,20/07/1997,LF8K8NILFD7SPMUR21XN,900,944,8532,46478
1001,11/04/1995,CQYY3HBHNSRI1QOG4HHT,4445,6028,3884,34670
1002,12/08/1992,LAXDACVPZVX1J0RS9NSM,3296,7264,2839,14366
1003,11/09/1982,UL1W6MYTE7CX9BSU4C5C,3226,2583,9355,33701
1004,05/12/1990,S3T6FY4Q34PLVMR09VBG,6139,4023,6862,27588
1005,06/08/1983,L69BIF32QD9EHCWA0E0H,7956,646,7248,35487
1006,10/02/1986,W176HME8LCC5B7EOI8HS,8844,8543,234,46327
1007,14/11/1982,IGGIRVIYXZ2QRU9PZ8G1,9410,8268,8616,49969
1008,16/01/1989,NRK8BOJ4R7YXNN21ZL7Z,722,8598,8580,4554
1009,02/10/1980,LA1XAI5EIM44E24WJURW,2235,3247,2073,13750
1010,23/08/1991,1U4USL50J89L38HAF5W3,6800,5811,6239,4144
1011,11/01/1999,3495JQNYK2FPGGNOKDFQ,1073,8765,6668,48505
1012,29/07/1999,LGQJXYY3IC2NIVBFXTFF,426,3746,6608,14878
1013,12/12/1977,4AUUGB48P9EB2XGNWI5K,2674,239,3141,5320
1014,20/07/1988,L4ZURH83DNDS8MXEWZKR,3888,8598,8864,15945
1015,11/12/1977,3I1Y5GGGDEZ8GZOXU9XS,9948,4546,6145,8171
1016,01/05/1986,5Y60WZXOPUJ1GMOVN66D,8822,6680,1060,40107
1017,12/02/1993,JS5URR2QGVHQ08P0Y6K5,3368,2211,2904,23945
1018,23/09/1992,OKOJ5ISHMTJS623K2S2Z,4656,202,2295,49693
1019,05/02/1997,6XJXFJVKUZRQRIYAB6IM,6283,7247,8603,44976
1020,10/09/1985,A7CRG299HH9HM9J43HWP,7785,4671,6477,40283
1021,02/07/1991,W3JH9P0PWL842TJXMBPC,4904,5624,359,6639
1022,18/12/1990,MARSFZ9ZE2OPCOG8BV5Q,423,377,7916,22388
1023,26/09/1987,MMUL1Z15IQRBOG923A0R,343,7283,6370,29042
1024,15/03/1979,6BZEZ4NNDQS4XY1ITOXX,1671,3873,707,34686
1025,11/05/2004,HRUB9TCYGXIF0Y888LLF,4085,5315,4601,45217
1026,25/06/1988,4ERMQWWWQ85YZ7PUF4ZI,6054,7684,3845,41499
1027,27/01/1977,SL72KVR3M4MN36NJWTBC,2398,3024,9881,48642
1028,05/03/1979,P3I8KEFEF556YA60CP8C,6743,8328,5090,41440
1029,27/02/1989,6ZWMMJRJ58Z774L40YJY,5131,8223,8856,43777
1030,13/09/1999,71MXCBV4LT30VOH82NJQ,5599,1346,3728,44263
1031,24/06/1997,3CUABUNS5LI6D16W8BCQ,590,3117,5170,26835
1032,07/06/1985,XWUSBZLO6HTGK0DQEU5Y,517,4919,5484,47315
1033,04/04/2001,RVUV8CR73JW61Y9P336N,1654,6660,8024,39848
1034,16/09/1994,YKY5YM5BRNOMGJ48JWQ3,8413,1407,5574,18504
1035,11/01/1992,9E32S5M8UXXYKH9KRGHW,1435,1745,9478,23058
1036,11/08/1984,MVWZA7SNE2F9V89HPH6E,4317,3803,7412,8428
1037,09/09/1978,2GJWEILX32Q51TWWLFLJ,5601,6416,7445,25401
1038,13/03/1977,O60H9D6Q5EW3ERDQBHBD,632,4782,5806,15829
1039,18/10/1994,QT5EW11R1D576LOSNS60,7089,6018,6113,45900
1040,13/10/1978,5CVK19QGER4YZWYNAALS,9568,2066,7473,25533
1041,07/12/1987,ZJ0114Q2Q4FDCGH8KCOF,2427,1100,6392,43231
1042,06/03/1990,HCNPXX5QY4CKWM47YLF6,7722,2523,6400,43432
1043,25/01/1996,WPL8QM04J1OONZN3TZ2H,8454,3514,4615,11570
1044,19/04/1984,WGHN6466QKUGLMC8YIO3,6408,7496,3147,36177
1045,07/09/1995,CPCR5HY9Q31QXH7RGI4N,1259,6875,608,26474
1046,11/03/1989,5TZNQJDQPJQC5X94QH9O,5066,3075,369,37968
1047,28/11/1986,Z6I91WK66EKJAK4VUC5Z,5750,3464,1123,13288
1048,12/06/2004,AK7I1XLQQZ6HE6E46H6K,8969,9241,4655,48158
1049,20/10/1993,2GI298FQJ472TIU7NH1J,5967,4619,1556,23854
1050,14/04/2004,4K056S92OYNX3ZFB40JW,3522,332,123,37191
1051,02/04/1980,OG9JGJN9ICSTKX2GQKC5,8633,9049,4936,5801
1052,17/01/1996,195U8K18TUBFEV0H5JHQ,9388,564,6332,20405
1053,22/12/1989,Y3N6PTWSADTPLMJ2SW1S,965,1300,9261,40255
1054,16/07/1988,EBXADA7B7VOPNLUNWR2K,6495,946,5622,25200
1055,18/07/1987,C8D5OA5ER7L1K9B6A3UK,4616,8209,2110,18187
1056,19/10/1982,2GG5XZUZBSI28A78CAGZ,171,5302,15,49538
1057,10/05/1982,IF0GLABURCAG56OX5JPS,9748,4122,4152,34892
1058,17/07/1978,OBW7JKAO5ZT2R1RZQJ6B,5200,2074,2430,1939
1059,29/08/1995,MAZN7U8TY6MFFE68SR0J,4143,5073,4619,14909
1060,01/06/1990,RPWQ32ZM9JBVNK33VX9V,7226,7512,1265,18519
1061,10/07/1994,UA5XGRK7QBGU583XBU9S,7476,5214,7048,23663
1062,26/12/1985,AVKRQSSNXF2BVW512VHA,6141,2035,1828,6779
1063,14/03/1994,JN81XKB7NOCLU7BYYMOY,1749,7738,8764,48275
1064,30/01/2001,RJ7NSFRJEEMHNB8OECJG,9665,2457,8964,29470
1065,11/09/1998,9MIII6J0ZUEMQYN1T2Y7,8791,2270,9281,26876
1066,03/04/1996,KFOTQVHBMMBV4AOATJMZ,9976,9152,8328,23936
1067,12/10/1977,GEVRPGHX6N25LSNZX5ZV,2173,3073,4974,4001
1068,21/11/1997,1Q6OLMFD55YWFIK62KNG,3893,5537,2457,16665
1069,16/04/1982,CANMC402HOAL0B3A5C92,1258,4327,458,17666
1070,26/09/1984,V097I6S3Z096EZ7H851G,2867,3370,8553,45517
1071,14/12/2004,LDY3N2089DP5LDW3OL7S,9949,8136,1220,49475
1072,22/08/2003,PQ42T3R36FV3RT06BEO9,2790,8521,404,12973
1073,21/01/1983,60IEY481XDA2BIFIAZIX,3501,8412,2928,2181
1074,29/02/1986,XXWCJW1Y48AA4YTFK8TU,8275,6041,7609,49761
1075,10/05/1985,GZ8HOL0VXO2A1FZOD64G,4052,9512,952,3982
1076,30/06/1995,A77GE0KE8FW0YA7EWY5X,4890,3056,1751,21662
1077,22/01/1987,FQPZOYLCAIA524UQ8VUX,909,9487,2398,4150
1078,24/05/1994,EFTEPTURXDWACVG73B3B,1369,9139,7145,9536
1079,30/08/1993,MK3SKPWCR8WKLA11PQDX,4103,7951,1808,11288
1080,11/01/1992,DTNY0HL9O37KP0Q7JU6J,8566,769,697,39903
1081,11/06/1985,CL12ZDIV0A4A17LCZ6UF,7545,677,3094,33239
1082,11/03/2003,D80YWKNFPFCUT0CVB9XS,8039,1655,6172,26986
1083,12/07/1981,5U1UKILFV5UBGSU798M3,9000,2438,3539,16848
1084,08/09/1980,FC7FN2UJLTMLEPHEQKVO,1422,8754,5513,35495
1085,04/12/2003,YJS7YFV3CT0CCXYPELKB,9785,5053,7009,32633
1086,26/12/2001,FA8CCV4XE4BP7RHLO60T,2104,875,13,18181
1087,22/02/1981,M4LMCKLFZZZXNCCKCGNU,717,6323,1030,44395
1088,15/01/1988,R3SHV2AJS9Y32X5WF5XI,849,4663,2204,32462
1089,10/04/2001,VWJ5E3X8A5D88D2D6TVO,1759,2654,8577,11094
1090,22/09/1999,7LFFU2BOF326LFCNIV25,8400,106,7747,30058
1091,30/02/1999,AA1FSSHMT0R2ZJ8LUPGY,1127,4280,8155,34451
1092,11/05/1988,X58E823KKS37D8UO7CQ2,2694,1450,7819,48073
1093,19/05/1991,DH1Q4MZYUZ0ACR6SC7Z7,3185,1053,4296,22328
1094,30/07/1978,IHWFWTHX0HPFPD8OTR0F,7537,5749,6899,5962
1095,08/12/1989,3CZLBEEXZAPCIWC81XSX,4196,5593,501,10360
1096,10/10/1997,AN1LTMEUO0CLZO46KT1M,9445,9728,8047,30315
1097,10/11/1990,VPANAE4PAHZSVLYHXPUI,3968,3663,1217,16180
1098,21/10/1997,8DVAF9ON1J5FGR6FOZQV,689,8678,1403,6092
1099,02/11/1984,6ZH8LODP1JELPZ8ZCDPS,7878,4348,5343,20168
1100,18/09/1999,FGAUB64T07D5YA4FRU5K,5408,2006,7115,13307
1101,27/04/1978,IKXE1LR2WPARMEEHZ7LW,2149,4908,5289,2528
1102,20/01/1996,U081B6Y5UVKK29UAOPKF,9537,6545,3884,19620
1103,26/02/2001,66HUO0LXCSK4P8YCP1RA,6723,8804,6974,25842
1104,20/06/1990,F1UNZP86UOO7VJ944VKA,5460,725,7265,4596
1105,04/10/1996,P52Q4MCJI8U84OFXC2B7,6393,5814,6898,36722
1106,11/06/1989,YPAZW9SNEGAE1PHGLEAT,1044,5487,2203,14836
1107,24/01/1977,Q8P0MNP6CR367762S89U,3408,9557,1478,42847
1108,15/10/1989,P84XLUP5AOU4QR75XWFA,5216,942,1716,14240
1109,18/09/1978,DI1QO39PT619VEJ78ZKR,1923,4689,4412,31663
1110,25/12/1980,9IC064U86P1DZBWVRMOG,3133,1126,7477,14703
1111,11/10/2000,LXDTF0Y8AM5FHR8QDIDU,8598,7260,8756,5616
1112,18/05/1997,R0X7XKGG63JOL163CQGX,8221,6317,458,39470
1113,20/02/1997,ADFQ1NO6C13E1DES0D6D,2012,632,1987,18655
1114,14/02/1997,LVUVHDHYN3KJKY4CHUWS,2144,8768,9391,47458
1115,02/08/1998,40HZ1PQBZQ72VS42GSOG,3812,4183,7018,40621
1116,28/04/1987,UR3PT7Y656E8H9PME5T4,5009,9697,6518,23181
1117,17/02/1985,AQST5NO4IX2O7DSEXXZJ,395,1977,4433,42671
1118,24/03/1988,GHL3RHKG7HFD8SVCHHB6,8628,1384,1031,10321
1119,19/09/1994,SECMXT32CFMLOTOB3N41,6351,9906,128,21740
1120,26/02/1985,2ZUBU87RZX5P69G177LZ,3572,4474,1973,32271
1121,26/09/2002,53YKMUPA90WN18DUTHET,5291,444,2553,19185
1122,07/11/1996,R8NBLBLC8O4DZNR0H38T,5066,4507,3127,4774
1123,29/12/1982,X3B9USEPIDKPU5NNJVQZ,1536,7084,4595,43665
1124,03/12/1991,DUOKOGXN0S4FFIG30YXI,7089,1789,4579,37111
1125,26/10/1980,D9TWVZPG0AZPR6WQUSYT,3298,9161,599,39436
1126,27/11/2003,LCYWADM4RR65PI8HA01J,8287,139,1612,15824
1127,29/03/1994,F62AKQ76QAHTAK9CYS4B,4369,8881,9906,18904
1128,19/11/2001,Y3SEMDSMVCFVTCEAMCID,4736,4721,2757,12150
1129,24/02/1988,IT9YGHZSAOXNF52E04KE,114,4844,6696,24060
1130,27/11/1984,V6ZPSZEI27TUBWQL7OAK,9898,4551,483,40682
1131,09/10/1984,5P1IWUG36KQG4W3J2AWK,4778,8012,1121,17558
1132,21/05/1987,ZOHSJFHX0T4OUSLNMK6H,2519,2131,9426,4118
1133,06/11/1992,PL9LYK5EE5HFZY5CF6RQ,1655,1357,1716,12535
1134,22/02/1995,7HHES7CXIZVDG4TPK9I0,229,9467,528,34728
1135,30/02/1999,Z9OH8L4OO02TYQZ04K36,7568,3508,477,1515
1136,05/01/2004,QKA23YU6UDONG58DVW7X,9649,2694,4035,33336
1137,12/10/1977,ECRGMBV35L8DRI13XS16,2853,2029,587,24535
1138,21/08/1995,AHE2VNBAIMCNJHKZ0M70,3399,7103,9273,11136
1139,22/12/1978,SWHQFL9AZC0PSRAODCD0,545,8789,8411,14642
1140,14/01/1989,1F0FV9J1LTYDM5CCYH5J,5035,6282,4936,36285
1141,12/06/1997,EUKH63X3K986IR0XMA8E,1690,6286,6635,9286
1142,13/12/1977,O7NX83FKJ5SBC7GAP7MP,6658,2692,4730,10570
1143,09/07/1984,4J7H42KQXQS3J7ZQRNRF,1993,1487,3415,35686
1144,09/04/1990,517ZSLZZZKW2L5XI420X,8717,4566,807,35260
1145,01/03/1988,QXP4G25V08KXXJJ1A60P,6459,4434,9451,47081
1146,25/04/1982,WIAL1F8F3WP56B4BGX3C,1463,5081,5065,29303
1147,20/11/1977,UHM711H1TPT9IQ3K1CA6,6934,3311,3783,3949
1148,25/11/1977,CQGQM078RQFOBQ6EMALF,9539,351,1292,6297
1149,02/11/1978,VZA4YZA593BGS13FX583,4362,8137,1372,17435
1150,12/06/1984,0OEL8A0OSAI0Q8XTGA2X,9617,5959,6596,15630
1151,25/08/1982,9Q6PEM9RFSUVULPMI01I,3090,5088,4389,7939
1152,26/03/1977,EPSV0CTS3C4LY634EF91,2567,3733,80,35736
1153,11/07/1982,O478KOWJJ6HEEM645IDG,2875,5862,4722,3532
1154,06/05/1987,ZRZFHEAXKV2Q8GY7JI97,9438,7739,4113,29269
1155,21/08/1978,6XUH148OAN0AAUF6RPJJ,615,1330,3772,18559
1156,26/10/1983,N8YIJEDQ10GV5GP98NYL,9549,9703,9830,39915
1157,19/05/2001,3QVDZEJUXCDRMNORDGQG,9941,144,5180,11152
1158,03/05/1982,04ZP7JOZ7OUIWNG08X1S,5710,5071,9506,31971
1159,15/08/1994,D60UT1OQZYB45Q7FKN3M,934,635,76,6916
1160,12/06/1985,3YIYY1IKS3QG2CMDFSKP,9113,2197,5121,30995
1161,23/02/1993,HP01NQ1CL8BQKXTZOW7J,2580,4210,6179,2931
1162,04/04/1995,JRWGUP5S24Y1HLAW5HSP,6286,1259,4525,35002
1163,09/12/1989,48SKWDN5RMLX6H5D2AG4,155,3715,3431,33458
1164,29/01/1982,BAA8RUYG2TUYHF7DM6CE,4384,2073,4053,4201
1165,17/05/1995,9Q22AXEM1YSZ43NK2YQV,7075,6882,6626,32871
1166,09/05/1980,OL3HWVGCDXBCSGLIGEH5,9362,9148,8512,33488
1167,19/02/2004,TW9U9KZM5YB1GMG0T4XQ,7299,4107,5795,33424
1168,05/04/1995,T2ZL0QJH754E2P97810A,3009,8823,3113,6894
1169,11/06/1998,LZRBII3B7XMMLL5PIJA5,1363,9573,8214,35269
1170,07/11/1995,R5PBAVV90K1QLZLSMJ4G,8077,1831,9325,48420
1171,20/05/1999,WEFIMTW3002Y2UBUDA5Y,7568,6386,400,23632
1172,27/05/2000,1GNPB4DLJ2UV67F8BNGI,3578,5652,814,35469
1173,23/07/1995,IO7J0EM3TCQ669PMPQR0,3004,2908,930,35089
1174,15/02/2000,IE69NX3LYHV15K83OERY,6923,5760,2806,11425
1175,11/08/1980,2EBM7KY8OUI4G36DY2OV,5149,5606,486,33263
1176,28/01/1985,J6OXTK0714Q1FRPSOBYB,2848,6072,6878,20073
1177,11/10/1993,HF8X0BBIW4XAS6XBTZ7Q,7435,8130,8162,39729
1178,21/08/1980,4LDVR2SFV9VI5K8PNJRP,5913,2289,2003,44461
1179,12/05/1991,ADVKHHZ0DK2FPQUQ499L,484,411,1860,8663
1180,03/07/2000,NGNMPX2JFRUDTRF56GCY,1764,6427,8070,35363
1181,05/07/1991,09Q4FD8V0ILGJ7KY01JB,3524,2803,4125,32528
1182,21/12/1999,I7NS4GRLLGLXZIVYN5BC,8552,1909,2915,29811
1183,22/09/2003,74C6EIWO5X3YSN8NT1XM,5505,6718,8017,48443
1184,25/09/1997,VCRD5UMYB26XRFNPMA9E,319,8957,7066,33006
1185,11/06/1980,BN7A1W2WMXD6T3RXTGRI,7389,7174,1608,48966
1186,08/11/1979,1P8IJPD9KP02PKKSCJ0Y,8921,2031,2583,46382
1187,26/09/1986,4NMHDECQPYHVAZVSRQDS,4373,3773,6978,21662
1188,01/02/1995,SYBF3NC1SLV4K1AJL44P,7611,3778,6508,18400
1189,21/06/1978,S8EWXMFDYHUWX5AD8MA0,2503,2892,1701,24965
1190,17/04/1999,W9X5ZR9D06HJ2NEJORT0,5674,486,5986,2645
1191,02/01/1987,2P07DCH2HP3916R1CMKE,4046,7695,4696,30827
1192,27/04/1999,HD7V4L8KYDIZIV9EZYBT,8838,5367,6261,26595
1193,17/03/1981,MVFM7UEAE1UO9WJYUYV1,3757,9940,110,31125
1194,05/03/2000,FKY7DUWEO103KDZLQLCZ,9170,8927,5215,8635
1195,17/10/1996,SS7F21FQUOMUOGWH46OQ,697,1180,4990,20759
1196,24/04/1991,YXH8Y6ON8D1PBPFIFJDT,677,3229,1299,44506
1197,30/06/1978,2PSYJ0FONXP5N0WN0HYG,4700,3668,6805,43035
1198,20/07/1986,I0TEVIMPXJ6W7P79EWYG,1312,3550,1777,40673
1199,12/05/1993,U5C83VQXS02XBG5PH10T,3083,2969,340,41263
1200,20/01/1991,NZYQ759MKUAD0HWZ6CT9,9510,32,4221,17441
1201,05/04/2003,XMPXQCA015VIUZRX9NY0,5247,7331,7693,37064
1202,17/06/2004,FFC5JIYA2SA746KJDEOP,6464,9009,2194,20887
1203,15/11/1979,PSNFZO5H1KM4BJIS77O7,2663,4021,2455,9252
1204,13/05/1977,F52PRO9X2VATO2AWK202,2414,8368,95,39615
1205,11/12/2002,XVF36KNMWZIQ555ZJ80H,8266,3606,4461,13159
1206,04/11/1999,NZA1Q1DD2SA7BTYMB7RJ,5708,1728,479,21071
1207,06/01/1979,J4ZMHQPQB3A0W83C9ZIM,3584,5718,4300,22029
1208,12/04/1994,A50LKR7DTFH9SQOA0WL8,6620,8670,3033,43312
1209,17/04/1982,TXZ84EYU7KJNJV6SG7V8,3446,9112,3819,8595
1210,19/05/1992,25V2IBLHQ7AF08INS3NQ,7545,1530,2768,36381
1211,06/02/1988,ZHGVG3SEYSAL10KRYFF1,4105,2163,3664,23861
1212,16/07/2003,RO6IKYGV33LASPQURAB8,3041,8235,9678,40362
1213,30/02/2003,7OT8Y9OUBBV8V52HQO45,9872,8383,8787,12243
1214,13/01/1989,UCVFGLUC7MPH90YK5QO1,1919,2459,9648,42180
1215,03/08/1995,95V7302DGJGNT7E6E5O6,8347,9099,6302,45440
1216,18/04/1998,BYL10W0K80PCF85UHHI6,4393,8991,195,1332
1217,27/04/1979,RBULCXSC3BZP8L3SRUK9,3689,2320,2269,8276
1218,22/07/1986,AN9MT6SU98UWXBQVJAAP,4597,8557,908,2891
1219,19/01/1999,MZ8HQDE1AUU6TWWVLCQM,6819,8744,7665,10622
1220,12/02/1985,MMYALL29TJM0NWOH56ET,9818,9076,9183,32823
1221,18/07/1998,1CVM8M2YP6UMSTQULD6C,4651,5628,7288,8598
1222,07/05/2002,BF5GCOM8DQC2EG7XQZMX,4195,3446,4332,13546
1223,16/02/1977,DAC5G7T5GBG6WBGQZVH1,5916,6075,2107,48712
1224,08/02/2003,0P4MC4LP86SDXU7JLH8X,4659,291,1890,27416
1225,10/07/1994,HTWJO9AOURRVNNJT3N2V,8090,2317,8800,20742
1226,27/12/1992,H6O7EV0XAPW8VBZHBIPY,8753,3083,4234,30440
1227,30/12/2002,NTZDLBE5T1BI1ZYX3SFD,6077,6279,7505,21576
1228,27/03/1983,SZO8RHPT8TWSC76NNY10,1128,3716,3211,7077
1229,04/09/1984,IDBRCL3ZFTN00OJGTDVS,192,7434,4043,12571
1230,22/11/1990,JYBYSEW79SMUI8BSMNV6,2914,2610,2825,33722
1231,07/01/1995,4PRCQBM8CRHHFFMVOMO0,1788,3271,1430,48644
1232,20/07/1996,1811XK42FEBY7DFEJ6HR,5822,8435,4315,7726
1233,21/04/1981,ZZ4NJ95A5NKODO72TK72,7915,8111,6643,17102
1234,10/07/1986,3PDQ1WNVGYUPX1QI70AF,5851,2840,4504,7108
1235,01/02/1988,1DR6MK95YR553ZVUATH1,8390,8838,4490,17981
1236,04/02/2002,HKW5JULN084RKA2FDZCM,3462,5299,7058,2907
1237,27/08/1981,OGJ28CS7VCNTWKG4T69K,2810,5308,6860,18505
1238,04/01/1997,ST8VAWT0I4VICA2YGD2D,2472,2429,4855,39611
1239,22/10/2002,9HVLTXRHMJZP87ZYG98K,9189,4536,5691,18853
1240,03/08/1977,LHYO0J4GY95QPRKGUF0J,910,3324,2989,26265
1241,27/09/1983,XOOJAF9SL0ITGKF8SP4P,6369,6687,3836,21421
1242,09/04/1992,KXWMWQKRHX1LCL969ATY,3052,7027,989,43500
1243,23/03/1977,0GEKD8ENUIYC4815D7AW,1105,5398,4912,48147
1244,19/08/1984,2HJ8DW79K33SSRIUK758,9716,1339,6702,38642
1245,12/11/1991,5XOCOYQS2BFDQJJ4A5P6,7025,2813,629,41130
1246,24/11/1999,PNE1LAXP54DV7P1QIPKA,2735,5404,5517,28634
1247,24/03/2004,J30CJ46ZTVBTOQ73Z6HN,9994,7288,6769,30653
1248,23/09/2002,3BEO5202ZM9VRZNINGT5,3664,9833,8286,27417
1249,15/04/1996,2AA6KSEQQUXSMBG6E3BC,4966,1257,4725,5040
1250,21/05/1996,791K7X06J3UGX7D7X7HE,5396,1476,6048,34498
1251,25/02/1997,28K6JD1QR0F10HWP3U4S,2092,8728,3661,32971
1252,19/10/1996,QBB35XLPRLSJJJJNOL3M,7404,2772,8434,3555
1253,19/05/1989,FONEKOOXTDT4NVI4T0AR,7493,4616,5974,5694
1254,29/06/1989,HSLXBX5683GU6JJLW2X0,2659,6560,9148,33123
1255,22/03/1995,ZCOOAWEZ9VMU5NTN2GV7,7367,2482,9231,27807
1256,07/09/1985,RFMKYOX7E6W0ZGRJY7I2,8687,5223,2776,49542
1257,18/04/1984,21CZQJ348DK51WHV357C,8349,7660,1935,36144
1258,25/01/2002,IPNSIESCONQXT3WHMDPM,1050,5867,5243,40668
1259,26/04/1992,SKI5DKAQ91314ZP5L21A,3248,1826,5784,21279
1260,27/02/1984,NQQ2WSAUFI5H4Z0T7YK8,5722,3810,7524,37638
1261,15/06/1986,15XYU0YUW3A8P0WVDJ3C,1806,1833,716,36358
1262,17/10/1989,KH12H2888GRWGPZBNFZG,5003,1164,1648,8964
1263,25/05/1984,2T5ZHX3CMRC6PDXCVSXU,4230,8759,3932,9257
1264,19/04/1995,4HKWCUEMQ5HWADIMHX27,6181,4531,8335,10722
1265,05/07/1999,B6QEM1P92LWLCGEL5POG,2972,2284,9341,9666
1266,12/01/1996,WI3V2EREOWVYWANA46K6,2490,7053,6578,34396
1267,29/03/1986,WGJKBR2UPMZGZ80YC18F,9560,4073,131,16928
1268,11/11/1980,YAY9T6AQJ1F02ICK0AZ9,1187,9586,4486,45967
1269,22/03/1985,QANAMEU1TL3IJVKQ9TE8,9360,7117,1682,28538
1270,10/10/1992,50T4HUN7GT9IYQXCQ0GE,4646,3293,6871,32616
1271,20/07/1980,SMI5M34H90DIHKEU9JZU,3084,3022,7789,32961
1272,03/06/1979,9M6LC0PE19EAFCNSBZB2,4684,7039,8071,34137
1273,27/06/1993,X49F555GU7ZJVJ9KWRTR,368,6176,822,15177
1274,09/07/1989,BAGG3YNG8CK48GCED1DS,6833,138,3558,12148
1275,28/08/1979,OW2ZBVPQA8PK33NCJTM9,26,4980,2050,34914
1276,15/11/1992,OZ99KR3XVCWOONL8LEUH,3501,6105,5748,27824
1277,08/03/1982,C1RTCBS460F3SHQU8SVF,4112,7142,4957,29225
1278,08/02/1998,46M9LCVDWHGA0HJVU1WA,360,5267,3183,31125
1279,13/06/1977,8I1QLGU62G3NDRO8HV8B,4478,1348,1102,14757
1280,07/06/1981,CKVYODZJ05087ROXUN9P,9399,3001,2533,17576
1281,08/03/1984,DFOM5BB843S20FOYZQ6Q,6948,6618,7078,10314
1282,10/11/1985,WD3FC9EL1K08BCUM59GN,5907,8998,2004,43928
1283,23/06/2002,Y610SSBIKALAIN4HRCIX,3217,9072,7736,38166
1284,01/08/1980,POT8J6WUJ5M45H3M9AWV,6635,4200,9338,44661
1285,18/03/1985,6W2G6QXVSS8PRLAC3LCK,4032,7352,5246,8190
1286,30/04/1992,MHRMJF8L08NPTVOGGLZI,6469,1911,9996,23637
1287,30/05/2003,I63VJCOCQQ9ES8J09B5T,9204,1741,3390,25910
1288,07/12/1998,CAEI5U47S6ZGZZ85M11J,5639,6899,4669,24430
1289,22/05/1982,QDBM1N0JSL9RL3QHRP3I,4472,4568,4516,15975
1290,17/09/1991,XF5FA0QISQTUD2H914E1,2233,7084,5608,6542
1291,22/09/2004,9M0J79Z6UP2DDD2913H1,6247,2396,1504,24759
1292,14/05/1985,9ZYMFCVOZGDE4REHR71R,6365,8924,1254,14669
1293,19/09/2000,9LEJGIJJJD4L5OJ9Q4DB,6433,1708,3956,49506
1294,26/07/1997,HUXY8FFKP5ARF46DTG6O,2740,5843,4269,7184
1295,13/03/1985,F4MMTMCECGQJOVQMXRFN,3020,1975,2312,38445
1296,08/01/2002,LT7UOR7A4QYNWB4GWMRR,2950,5894,9489,49100
1297,21/10/2000,1JGY02F66HK3U6Q8MU6P,9800,2181,205,48508
1298,26/01/1995,ZO7AL8CF4XXTJMS86KFU,4788,3583,8074,23452
1299,25/03/1987,MUFF2VP8FCILGDE05JV4,6532,4572,5756,5535
1300,05/01/1983,XGIVBLNKQ2G62IYOTSNU,2962,9939,4837,34154
1301,27/07/2003,5JNQVNGO59LVE9DIW9V1,8270,5485,7295,23850
1302,11/06/1978,1QCWXNF5SGGUIPE6B0FL,4439,6805,8132,38249
1303,26/03/1984,52BHSORYWIANZWSFY4T9,8361,5264,8096,43814
1304,27/05/2004,ALV2VL6TRMMDGZYUPCAP,3280,3724,3297,29346
1305,20/09/1980,OSY82O63XK4UV2PJCS7U,3900,114,3878,21686
1306,07/02/2003,OYE57LQDVYA8BD05P27S,6259,6789,8190,2511
1307,27/10/1993,69835E5KK3R5X9P0VD56,5465,5427,1250,48622
1308,27/05/1977,FA556IRQWNE0TON8UU4Y,4477,8962,8930,20788
1309,06/11/1983,B0RR0XAD1R4SJOS6R0W6,901,726,3792,27474
1310,14/07/1989,JHSJESBLLHERMLY9W8CW,9350,9732,1797,26777
1311,14/10/1979,1RQPUWGMOPRJJ8KH7CEU,2830,1847,8773,29036
1312,27/11/2004,3OU8LIDJAIYX8ZFW12H0,8343,4795,7523,16476
1313,18/09/1978,AD5T6G72FSVSMXMK7IW9,2311,1492,9952,48240
1314,22/07/1999,MF3BMOYEPFEL66X63LIY,5701,5826,2910,12564
1315,23/06/1990,LEYMC1CF96U4C714LNK9,6850,9752,1885,10658
1316,04/01/2002,C3QR137AFW11I6N3A8FK,6629,2999,4363,25568
1317,05/07/1993,4ROJ16G42F39LL6OFMZC,6224,6294,607,29639
1318,16/05/2003,KDD0LUQXMIJMXT6IHJVX,3346,2039,9671,35243
1319,15/09/1991,A6HHVH831OCCL6ZGOGJW,9823,5406,6370,46519
1320,13/01/1995,S62FGKENGE1A25SBJIN8,4414,7091,907,2674
1321,18/09/2004,ZWXDZFOFA9D6FBK8HDGM,3354,560,8135,38136
1322,19/02/1983,LG8KRE1EBCVL32HB39P4,549,3909,788,32129
1323,04/09/1991,SD9KSYORIDP38E5F4AJ7,4192,4853,3159,35858
1324,16/12/1995,PPEUIXPM39HIS0NLA1GK,4524,6747,6075,29136
1325,08/03/2001,QZZUA3N7NABRT3APIZQJ,2135,4031,975,31865
