ACCOUNT_ID,DESCRIPTION,ACCOUNT_TYPE_ID,USER_ID,OPENING_BALANCE
2410,KK0C4RSLY9,5872,5524,14551
2411,8YR3SIS28U,4153,1788,5387
2412,P85QG43FKZ,2049,238,14698
2413,X58TVP7O1I,9430,447,10211
2414,O9SQL92F7S,553,6559,37956
2415,1RH9P7XMZG,1207,171,38587
2416,301KE8TDZW,7201,7437,4707
2417,CQJE4XE65K,5452,371,23723
2418,4WU025J67T,1926,5595,38969
2419,TLOU2O7AFS,7344,1829,12757
2420,MGOJXOXXOD,1392,5728,37901
2421,Y39EI1A7P9,2039,8541,47876
2422,TTG5LPD6FP,3950,3002,35949
2423,O4ALMZCK9Y,1749,2311,5200
2424,72LQDYHJPX,4882,8254,16295
2425,D38GUXO40B,5803,5744,16723
2426,T2J9EFPU3Q,7262,7652,28216
2427,CZ82W0MH4O,6549,8253,19763
2428,S5AXWTRYLR,9131,1238,18251
2429,A93W9LUJ85,4957,9301,19096
2430,BRJXX6B2YB,7281,8273,1349
2431,DSV2YVEIOQ,7365,6522,35240
2432,U4SB5DNWPU,7231,5801,7647
2433,L2YSE7YD77,361,7894,15786
2434,JDL1XWF42J,5707,756,41165
2435,K72NP9E7CC,4033,9779,24472
2436,M2P9597E5M,3974,9898,47446
2437,SE7CHOMR5E,260,2571,21060
2438,AOLM5XD7ME,7159,4095,4756
2439,ACZ5LHKD8N,3975,8702,1533
2440,4CDH8Z0YAE,9608,3213,24776
2441,TG09VXTPPG,2578,9031,49367
2442,BZOLHF79CU,7296,3442,8130
2443,73SEUJPWTG,6747,4589,2885
2444,9Q809NNSFP,1562,1786,35433
2445,9TD6I2JGE5,76,4275,18466
2446,DHE8X280CX,8393,8586,33072
2447,WB3KJ2U8YZ,3252,4829,2219
2448,ATHKLWMSYT,9771,4829,4268
2449,SYPHOELMAW,8975,2851,23990
2450,Z0LG7LSHBI,8341,6556,27006
2451,T66E3WZ90X,2973,3742,40719
2452,CA6DH6M181,2246,7969,22437
2453,OUN5RF5F4O,8162,1944,27315
2454,7RHFK4POLE,5020,6109,34016
2455,8I0SXPGANV,1667,514,42266
2456,C1FCFHTFC4,9609,9157,34312
2457,IHONKKKYO0,8347,213,25966
2458,XWTCC3VHLN,4081,3309,49873
2459,HH8YOYH9HF,637,6232,16293
2460,Y6MSG36UW0,5398,6540,40300
2461,O0KFSET9PI,8874,407,13906
2462,55DQU0LVDO,2968,1081,19169
2463,451ZCAUEB2,1200,3548,16710
2464,Q44T4OBZ97,4881,1496,40954
2465,217411GROP,9183,4545,13890
2466,8A48YX9F57,2933,2824,15301
2467,VRIPAVM1KY,3182,9329,15342
2468,MOX5D9RLN3,2512,3097,27173
2469,6KF1IUMFW6,7890,7013,13127
2470,FDQ7OXZJNO,4551,6249,44608
2471,2MOQ0PE5GY,4431,1884,13058
2472,LBS0XZPCP5,8698,2574,30588
2473,HMHN4WAFF1,5731,9416,28804
2474,QOELXR5GZG,6076,4476,3733
2475,TW3AE112FJ,7659,9625,42867
2476,G8R5V1P1JU,740,261,46004
2477,RWNL055KC5,1195,6771,41600
2478,4MDPAPU1V3,8578,9523,40286
2479,X5DHG6ON12,7807,3838,38918
2480,UR3QWUU0U7,6271,6561,49178
2481,LBW882MC58,4845,5419,2975
2482,NY234UC5MU,5762,301,17077
2483,N8Z5OSZK3A,3069,3606,23187
2484,9NFCI1MR2P,6244,3613,23803
2485,XFATLX8PJJ,7668,2552,23872
2486,QFU5SP4O1F,2521,2194,41415
2487,G1LFGO2TNV,3263,5159,47542
2488,ER0PFOU74A,4520,5405,33157
2489,TGMMGF7UL4,2669,6416,22602
2490,46BW2HPT1R,8649,1705,8562
2491,U13BS9V8X4,4558,4746,13827
2492,KI5LB4QL74,5079,1502,1773
2493,EDN67452B2,2694,4368,44406
2494,I981EB4LJK,4905,4349,45073
2495,R0XAHS7174,8907,1294,45485
2496,STKKGZYP7R,8401,3701,40737
2497,5OMFUZ1UX1,1057,504,3639
2498,WEGCHOUSJQ,7860,2528,21978
2499,UW0ESIPZHE,1845,1316,34461
2500,A0AUV4BANQ,6255,5271,39558
2501,H7LUT5H1NN,2780,2492,21203
2502,76119SPPP6,7122,8136,42275
2503,ACP4BIQNMM,6029,6772,12491
2504,BH0JJKLH9N,4350,7505,36273
2505,A282XX3RWE,9138,8775,28454
2506,3CW7CEFKDG,1049,2250,38585
2507,RKOGZ5D76I,8537,3591,22039
2508,5AF31ZUEB3,5545,7878,37785
2509,3CK1FPNBXW,4048,3512,47052
2510,VFBOO4S1UE,6562,3247,27648
2511,1OSYM4WT4E,9464,1019,14614
2512,6RZPQ3UB6V,7859,8038,15509
2513,5YR3A24DES,2630,7221,24824
2514,YEUEPFFOOY,5182,7645,45468
2515,6KS2GNVQ4S,8961,1091,39390
2516,B3UWXPNFHH,9277,4497,18690
2517,FNDQ0467Q0,5851,873,13776
2518,NGDICYDKF5,976,9429,11006
2519,CEYGDTRJO6,4911,2540,35799
2520,BAHOGHFAXW,6048,6109,46012
2521,EXDEXCRB6O,7956,9998,49613
2522,CGRG9BXCYH,3370,144,5384
2523,XIPPRA8S11,5221,5186,31501
2524,X02A74L3EU,7673,3672,43638
2525,WWMB7BIGTJ,4900,1465,29501
2526,GMBQLUGXB0,8867,4025,35674
2527,WFSX8CGID3,2599,4847,6190
2528,UDFHYMLH5P,3062,3586,21192
2529,RCT0L0AKQM,4981,1984,47333
2530,BF0J70YIJL,8408,5394,30802
2531,5PB5CKYCSC,8018,8257,1591
2532,MGZ2CNWHGN,5503,573,17714
2533,WORGH0BG47,581,6948,49977
2534,BSOF11RHOG,9678,7624,46116
2535,FZAZIUWXLG,3564,8835,13166
2536,L6HPCE42ME,8070,8280,42971
2537,T72M68KRKG,8102,6969,5414
2538,F16LHABNAI,6486,7348,33310
2539,CU9OAQUV84,3074,6676,44387
2540,DYC9ILLR89,271,5247,9509
2541,D77VUXUN9L,8675,6647,37566
2542,I66MHM3X8M,7097,6129,47311
2543,J4XPWVG69V,4414,679,34259
2544,AALB2ZR95G,5452,8190,20478
2545,4BVKYMH8UO,8001,8509,49031
2546,LDLX72S5RU,6475,6489,5517
2547,H3TE5RPR3A,3020,6243,10903
2548,H7BNN0D15A,6368,3809,48199
2549,YJ8VG48ZXM,7211,3358,17553
2550,8UCG4WSRGR,8827,427,2534
2551,3A9YKIOIO9,3707,4665,29248
2552,BHBW7NLO50,3191,7127,22146
2553,UAHKDNLCLK,2486,1881,7858
2554,KJMR83VOCT,5475,4166,15674
2555,7YY2NQ84UX,1042,3594,34359
2556,H27LGRAZJJ,7903,4513,24031
2557,CV44E1NCO1,683,4413,41337
2558,IKRL6HOOEL,6465,40,21877
2559,Y84AHF1MBS,7634,7055,30877
2560,BWT5FK5Y9S,657,6745,37715
2561,FHOULIV1HP,9180,8973,8936
2562,X1FR4S7GNG,2876,4467,25545
2563,FDYMZBZXKI,3968,5909,28705
2564,ZHM6RNAI99,9326,5102,43304
2565,9M7ABMLQB3,336,2654,28281
2566,L8H8X4P2PZ,9543,2264,18090
2567,7JK9UMDTUS,844,7001,6967
2568,CO9GIOL9OD,7783,3183,39768
2569,Y7P9AS0N7V,5909,7298,28935
2570,H38967XI0F,8324,4803,42191
2571,TAXUO65S2L,1794,8024,41750
2572,668I05L12E,8667,4999,25639
2573,FQ9XR04TQL,2956,4843,1751
2574,B778ORIF2J,9206,7500,29827
2575,SJMSVE0A29,1632,8027,1344
2576,XGNMWEYG3L,8371,6161,46694
2577,4BBV324DX6,3283,7483,20107
2578,1MR4W0N2YY,7291,9233,17603
2579,IQ46D732RI,26,2231,9494
2580,DK9Q61K7Z0,8699,6270,4298
2581,0P4Y2DX1K7,5061,4992,39167
2582,KRL2OYO9QA,4696,8874,40293
2583,NLZFIPWLWZ,2334,7759,44842
2584,FQAM1OR0W3,7444,8005,18279
2585,B7EO7ES77Y,7427,3592,20175
2586,3JJML08G9J,392,3314,16328
2587,UDV8THVE5J,1947,9351,37452
2588,0056BJFS4J,5506,3879,37972
2589,YKPJQ4OTGE,8721,2902,41645
2590,RZ23KNB7UE,4548,4559,22961
2591,MDBPSO8Q4V,1509,9698,25635
2592,D9B5AXYP1F,503,9027,31363
2593,ZHUKOLDPCU,5799,1555,19243
2594,LIK7ONFRKC,3433,4591,26876
2595,WZOJ218EPN,3302,6742,17066
2596,T5DCFZ1MFI,8933,8764,11869
2597,6KEVCZBH6C,101,9128,11944
2598,8CP80C1VGA,9698,5853,1818
2599,1DK6YQ2S4K,5941,8405,22694
2600,PNZD03T77J,4082,6695,45416
2601,6PBGXOPVZR,4721,2874,36171
2602,N4POGZDXLO,4202,3028,5670
2603,GTRGB1DWUZ,7381,963,3964
2604,6DHDFL90KG,9982,9590,5182
2605,KE3VARMGCB,9864,2424,21077
2606,QDAB7CMSG8,8104,5616,7765
2607,NPBED5ULZ1,2718,1396,39673
2608,VW22O6VAW7,6830,9451,30982
2609,XZVBEET0OS,1702,459,43693
2610,10LIALVCC8,5037,8202,35759
2611,HUHRPYKKO1,2003,2397,11341
2612,NTOX95SPGI,1214,3940,16262
2613,AQ2I0NQT5U,1024,1751,47391
2614,HPUREXQP63,7322,5563,4884
2615,ANDBKYIJDB,5053,2992,16043
2616,EMJP244J8V,3153,6938,7595
2617,5AAWSPPO9A,3831,5957,44115
2618,J9T60NVC9W,6875,9470,11027
2619,ALELEY5XOD,9642,2958,43421
2620,GTUDNQRKLU,2865,4043,15653
2621,5P9PNTLWCN,1973,271,39547
2622,I2TJ9LLII2,6906,978,4731
2623,IH25J53TY4,4319,1301,49375
2624,ENKAPYUTZ9,2627,23,7863
2625,PEPOOIW65U,9545,2044,42186
2626,NZGG3C7XFK,382,7998,47028
2627,XK1MARMCYE,3601,1516,7298
2628,BBIS7QSRSC,6084,9045,24632
2629,NSJ11PGE3H,2604,6036,44746
2630,O93IVT8RUU,5025,8149,29657
2631,26982GY3VE,8007,4334,3033
2632,OOWPEAK3MQ,4922,4582,19617
2633,V8IJAD9N91,1647,7127,25878
2634,V7U0HOVH98,7909,9127,17902
2635,HG7SKYFW9X,1848,6217,29199
2636,7JDJD3DQDA,6589,4896,10779
2637,A9CHI7R2DR,6234,3780,22906
2638,VAF4QWWWN3,8313,4614,15917
2639,T8JHS8Q2CC,4423,3580,16579
2640,1WTQEIEZ48,3289,6310,33510
2641,1YY0NN5DQA,8919,3906,31072
2642,S2I76WD8LB,7429,7630,12922
2643,TNYQCQ15PK,1010,8250,9093
2644,IHV9MK99UM,2626,4959,22911
2645,I7U9LMD8NN,8436,501,47296
2646,K47EVPRE0O,7889,3212,11629
2647,P3PV7IQNXY,4175,2871,33269
2648,UJM3KRPFC3,1743,5916,31183
2649,JVFBCWZVWB,9382,3050,20617
2650,5WENHN8RFJ,7033,9003,33299
2651,KGKV2GPYK8,2367,6567,6430
2652,QW1813K12W,5432,3340,8212
2653,QEDJYGS95N,6197,7668,30779
2654,QQE2A1A06D,7651,9551,41933
2655,OA3Z090292,5728,5713,22800
2656,6KXCTDSI2I,1187,4218,36866
2657,F4QFXAHESM,7896,284,31720
2658,FLGU3Z3WWA,3534,9897,28811
2659,NU6C9VI2H8,4714,7191,25157
2660,DHVW1W9BT5,8254,582,19194
2661,8552YB5FZ7,8380,7443,22333
2662,M6HRR12LB6,6944,6275,24105
2663,Q12O9PEE82,4118,5593,41905
2664,MCLJYN8BEI,1778,1149,42660
2665,ZRKW2TGFRH,9963,1960,49530
2666,JZEU6SO635,7594,4290,12948
2667,4DO8IF1095,1222,9059,8072
2668,DFN48TOFG1,8020,5359,17256
2669,8Q48FEJX7R,191,2124,14247
2670,L1U785948C,2418,8213,18837
2671,YJ8BV1LTKR,8602,5047,43153
2672,46PA0519BF,6436,1889,49066
2673,L3J0PGN97B,5388,4045,29593
2674,QALO15Y1OQ,3722,9868,20906
2675,1JNVIK682F,8180,8303,39801
2676,GIUW25F9F1,3412,339,9588
2677,WLYZFTQTHB,1680,522,15061
2678,K6WDFLE9IH,7504,1941,11719
2679,EVYZMTVK6V,2423,5948,11155
2680,I6YIW307K8,6296,233,21215
2681,BBWTRD9TTV,1184,6764,42607
2682,TGIIEM44RY,1900,4622,38571
2683,4I0DC84UZ2,2490,3379,14622
2684,EVC2UP6E3H,5775,864,19425
2685,OYTED380VQ,2737,8296,35621
2686,TU4PJ2BHUF,4584,7826,42030
2687,0ZR26NW133,1556,340,18136
2688,K46WYDHIC7,5188,3015,23183
2689,XKAG636S8B,7564,8427,27016
2690,KE5LR0FJR4,8510,2747,45052
2691,5GDH638B2U,7779,4516,24118
2692,8EUXGMZL49,911,8616,28422
2693,VOJBPSAKKV,5500,4923,35055
2694,V6PZNZLQB2,3469,5268,45397
2695,5VA2HXH1O6,6834,5677,33694
2696,YN5X4RJ9KN,968,3327,43513
2697,K3B361QYHD,8195,4241,39229
2698,FCRCAA9EQ6,491,3009,13021
2699,R72J861NM8,256,1444,34125
2700,E2YLV21Y9P,9844,3157,41624
2701,YE4JY72URL,575,7562,13342
2702,TZRILZDB0N,2854,397,19530
2703,FK5NQZDDYP,2205,3141,36876
2704,B5JPQJV9WO,9794,6010,7736
2705,ZK4DCPZPRC,1615,6345,19495
2706,787O3F3OLW,1036,5158,9747
2707,K5EBMTIUKO,4568,7627,12030
2708,QVTL96OWHZ,2340,9962,15674
2709,7V7AWK0NPY,8518,3776,26290
2710,MP2YPQVP11,4883,9383,17162
2711,7OR4Y1R446,8680,1858,1520
2712,WCN6H2619A,6607,4593,4294
2713,QXV15SSBMT,4051,8371,12961
2714,FTEONO5I8U,1654,2189,43804
2715,9E85IPJMQW,3498,8558,34633
2716,ZQWBZSBW4K,4059,5383,32899
2717,SZVFPA86Q3,847,2187,4961
2718,OLD5AE0RRT,4357,6789,42001
2719,FTQIYF1QJF,2919,6318,7490
2720,B8J0ZM5KUO,3396,5083,19456
2721,ZSC0JAWO9S,5208,3406,28437
2722,E7NL153FEP,9537,4212,16493
2723,WSHQ5WGRJU,1290,8074,42861
2724,V8UWPACFWZ,3200,9232,39185
2725,UKO47EJWF9,2848,7200,24148
2726,WDGPQKJ4S8,8591,8332,37706
2727,C4W9B8ZFI4,3045,7145,29774
2728,8F3B6V0KZO,9520,6471,27120
2729,IHQOZZXCFZ,5985,490,36367
2730,F2UVFPQ576,6877,1295,33595
2731,XX6H18MHLL,5543,3962,7761
2732,ALA3E70HEA,9672,219,42933
2733,PK5LQH5BNC,9608,737,17763
2734,YA5KEBGBIM,8703,619,11344
2735,YMOPYP6CWX,5181,307,18833
2736,VVFFSL009J,9918,1296,16025
2737,H9J21OAIJ1,8871,7815,1532
2738,SM0YDX3RIA,876,4632,43994
2739,HGEIK5F1QT,7520,2091,48599
2740,P7758LH39F,3214,9706,20741
2741,HQ8C4F6YQ1,5694,6993,12611
2742,3KUFDWQ9OC,7390,9818,40983
2743,L5ELUHE4J7,173,4426,45372
2744,QHCBJAS8TB,847,1459,33784
2745,5MRR3NYTKN,8261,4458,43243
2746,7KFOT0GWBZ,1834,3889,8001
2747,150HJYWRVE,7061,7667,31378
2748,PILH5JH3K0,3628,1897,19341
2749,3BGRKLQY6D,2133,8167,45548
2750,3WVNEO5F41,9864,4204,4593
2751,GTM597HI8A,6485,4122,10002
2752,OB63TFK6VA,1223,9352,12382
2753,ES0QWX3LT5,664,7666,34871
2754,TK04VS9VAN,1304,8270,5662
2755,X17G0LWMXI,7811,3717,18384
2756,7I196S2OP5,9587,7876,20821
2757,I4SGTB23M3,753,8457,7213
2758,2R991FFPFK,7340,9930,7618
2759,VR8N9PZN9E,5601,1693,4807
2760,92M32UM59C,7311,1287,32352
2761,OD211IFKZI,9086,5655,7795
2762,JORAR2LM7P,2614,6777,39898
2763,MB5VL777ID,6626,6471,3361
2764,HQHYUECPQI,3094,9829,22154
2765,RIFTDLCZE1,8210,8685,40186
2766,Y5GCDFM4WC,5317,9010,45022
2767,T57864QMNW,6648,3970,32287
2768,YDV37L244U,2151,372,15876
2769,TPKHR0N3I2,3931,4815,40201
2770,UZDNP4QXHS,5188,8448,49288
2771,USHJJXVREG,7097,708,20002
2772,W70WFYQ8P9,3253,1360,7693
2773,8RI1K6T9IH,5936,6131,32568
2774,81KSF0H643,1795,6215,48479
2775,TNEXA1TIUP,5490,8639,6725
2776,KS4IOS24NG,6128,4268,24291
2777,73BY18C2OD,8012,3153,6605
2778,R341UCTLZH,3454,2835,48930
2779,1XDXXEXFV3,5557,5520,12676
2780,AU9MR8FJ56,6140,6402,43265
2781,OB1AP5DYQ1,6656,6558,44732
2782,M0SGEI5F1S,2257,7644,46647
2783,0ZPL4QIT8F,1765,8028,43247
2784,3V5O6E54BK,5776,8610,8256
2785,YOX09KN3VX,3229,1777,21596
2786,4ZX1OOCXCJ,5347,3719,30870
2787,QLZO07MK2P,285,4370,30307
2788,59N2NXUG35,7189,4592,4571
2789,109918ZVXT,7702,5647,34949
2790,HOO9MOKRZ7,6566,9307,35538
2791,X56FXAOGYK,2685,5708,8095
2792,683YD9AQA4,91,4863,29115
2793,YRSZUK8OXO,9006,961,16244
2794,V3Y0GKG3CT,2281,3953,7066
2795,19JRT5JFXM,8844,9987,47329
2796,A1STKLI2R6,4,1641,18098
2797,T1QPAQIVXO,889,6282,27784
2798,50E0F2E8T1,5052,7532,10935
2799,805Q8H3KAD,4707,9451,2621
2800,IB9CFGGNYB,687,6362,43379
2801,UMEZ7TQ0GD,3403,1453,25034
2802,Q2GZPAL85X,7997,303,15617
2803,UXBM6D1IO0,1659,6695,39026
2804,VPD0XMXUQ0,958,7595,16990
2805,3EE24AD9AA,949,4084,40423
2806,LJNV7D0ONN,871,3604,33824
2807,KBIU3LAP8K,303,5511,11376
2808,DSETK6YSDQ,4017,7290,13614
2809,WJN1RCMNG4,8309,2945,18780
2810,ISJS5R0YMW,9504,3896,43973
2811,8C8YKR437L,8289,8323,42870
2812,XJDP3SCMMV,1147,1815,46529
2813,W5ZNBN4KQW,6357,5449,3686
2814,0E89PDQC08,8729,9555,21241
2815,CZMFVR5AST,7765,6169,42703
2816,4J6MJIPL6J,6611,9611,14458
2817,0G64QWCXV6,2982,3738,9012
2818,B2WM984STA,2775,3692,41674
2819,WNOY7995E5,2008,5465,41231
2820,10RMJG7IW6,3929,396,19809
2821,4B5PY2NHJX,9369,9190,42060
2822,XT0PYCYER1,4727,431,29398
2823,8G1P51ANZ9,8093,5482,45588
2824,R1HM0SWIL5,2067,9211,24008
2825,P2CGB4Y3VX,7193,7241,25576
2826,GL9VO10EVK,888,2675,17015
2827,OOBT1AOIEG,6402,9516,13055
2828,FDFOQFGGQ3,5465,5983,7149
2829,WRNE36HVCB,4274,3005,22927
2830,ZR0HHX3JFM,9134,6654,47884
2831,6IK07SUQCC,1885,7509,28372
2832,IXRZWI4OWV,4448,4919,3068
2833,LCV9FM1FW8,199,7086,28915
2834,C52B71C2A2,8096,9169,41443
2835,ZB8U3WGAYQ,2608,5031,18344
2836,TP05EXJGRU,5987,4934,47028
2837,3ZARD8EE3T,9844,3414,49159
2838,ZRMCSITPLI,4031,1566,22624
2839,VTJER5SZLK,604,254,39171
2840,9BG76O4OLZ,9822,7277,25940
2841,VXQA76V7SV,8425,7795,1699
2842,XY3C868GOM,8495,634,40674
2843,BQIHSLZQ9V,5474,1066,10433
2844,EU02WNL2K8,7047,4600,49904
2845,JDXPVEADO3,5659,4343,32196
2846,CWSV2OSVPX,165,6734,30512
2847,6GA958PXXR,6063,1201,35302
2848,Y7GOIPQTDW,5441,289,26733
2849,Z2BGRLRGY7,1099,8828,36328
2850,BU3MFS5ICT,3207,4781,14678
2851,H7TX06JB9I,903,1499,10982
2852,S545YAZMBG,3771,4347,36609
2853,DOPP2NDSKS,5069,1166,31601
2854,7CDYCR2R14,2768,8003,43411
2855,O3IPTQ4TRG,3703,2071,16261
2856,1MOQYD606O,6998,8001,45984
2857,S6VP0C0V07,1170,1378,25892
2858,F4G0UDW6YJ,1953,8171,43571
2859,D9Y64FLBEZ,671,6202,21653
2860,5H7IO4RI9T,2030,3337,17629
2861,H7WHDJP82F,8425,6067,47719
2862,84XL4NTO0I,5145,7656,36122
2863,BPH9HY8WC5,2772,3010,2880
2864,KSQT0082AA,9811,8234,5893
2865,VXWLBQF74L,4766,786,26857
2866,6RH48S6CZL,3834,3108,28999
2867,UTP8J44YRR,9059,2615,11651
2868,2B8S27E2NF,4531,9676,1863
2869,MF4Q17THH4,8777,7358,39974
2870,KJ3CSSETET,9231,9359,30676
2871,Z19NC4449S,6711,6290,17609
2872,M4Y7EIL70F,4397,6731,45813
2873,JOMFZV26VX,7500,2720,15264
2874,5PHLHK7QC9,7573,30,18734
2875,DIRFSM073C,8195,9796,42167
2876,Q7TNDY0NK5,5849,7545,18776
2877,72AJ5XM2G4,2054,4426,29379
2878,BS39ZEZMR9,3950,192,16957
2879,4FQQ42L679,7629,3608,24151
2880,JXY9CZRMNA,8081,6955,8349
2881,S2NZ919DYA,6395,8517,46491
2882,6QU9W0OGZ9,756,699,7328
2883,TTQSQ2833N,279,4099,37071
2884,YBJBX3AZSY,6004,7905,44905
2885,F5MJXO4S44,2956,2170,45662
2886,4U6ZTQSBID,2758,7048,5235
2887,ZCZ6IRCHQZ,5526,5906,11562
2888,VXK8RMEC8B,4917,6685,40745
2889,TDQU8SOFUY,3268,7240,44752
2890,Q6T6T1LZX8,7892,2260,21575
2891,H87ELLWTTV,8500,4227,4795
2892,Q1UE7SJRBF,6399,4637,19610
2893,1DVSSAEBOQ,1300,3478,5520
2894,6VG7IVK51R,2592,4647,4537
2895,XP9GBITWHP,7291,2396,21729
2896,EPMK0DGH67,1617,7195,22225
2897,MKG267A8F6,1373,4692,35457
2898,9EQXJPJPLN,8972,5364,16809
2899,E2VKA09HFT,7884,1207,11645
2900,L4GFMM5N5D,3529,9555,14016
2901,0JUF96BBEG,2830,3966,38975
2902,9HFVTENU8F,5899,8113,38324
2903,FD0UQI0FZC,8824,8311,47574
2904,FT8IHAAGMK,466,2382,43268
2905,WYAGWC827K,984,4999,26924
2906,KUN6V56KQP,7051,2208,6436
2907,6AW0QSM8Z9,5301,3894,19937
2908,3KDDK40476,1505,8202,4538
2909,I76GKIND2R,6083,1283,49263
2910,HMOSRL3TR1,3664,9574,48955
2911,11G65WCY9R,8914,9863,49330
2912,6WOKDJVQRS,2543,8742,45263
2913,EQOD2GF5OW,3908,2497,26532
2914,RB0NUUD4XV,634,7133,39634
2915,K3V0GEQKEX,7589,3283,40499
2916,7SQ7E3VGG7,1652,8425,18181
2917,LSR93CZS5E,7371,4430,27316
2918,UAP6TDG3KH,7635,8148,33886
2919,EB1GK07NOM,6938,333,36865
2920,GGKECZBSEX,7711,3124,40956
2921,JT5WF33WC4,3230,1551,19451
2922,A7TT7VMKGD,3379,4489,10763
2923,VA0QBQ79GJ,2640,2644,23155
2924,OC67I5G5T9,4767,3927,37944
2925,QV04S3GZDH,6325,7673,31757
2926,RB2G6BOHQR,4493,7328,9614
2927,FS86454TIU,4150,6176,40535
2928,3SR0H75D5R,7414,39,48235
2929,3ATPLY9IP0,3300,379,12369
2930,0IDJ0W69VH,7052,7657,12585
2931,Y3YPRZXYKU,8606,970,1455
2932,N8GWC5V4MT,8802,4873,31786
2933,VRPYNAF55E,5785,4984,20480
2934,AQZ8I4GPDM,428,7826,11219
2935,2GT5TUL34F,1733,2080,7712
2936,1I1XDHOLJH,3589,4875,18620
2937,EFTHEG7UCV,555,3335,31391
2938,VHW8T2PTMM,6617,7798,32315
2939,AP7JRSVUF9,7681,2697,46501
2940,9H0P9K31DH,2664,6145,11892
2941,89TMXYKI28,1349,5791,34387
2942,AVX464WV46,5500,427,42848
2943,A9R8C7YVKU,4810,1668,5471
2944,XIIXXJWIJG,2282,1840,12667
2945,ECTRG47JZV,1452,6461,36306
2946,JPKVHN8BOW,1729,4842,28906
2947,QEX3CKAS7K,6599,9408,2567
2948,7V1ZX9QX98,2006,1191,34009
2949,TBT8C4PPVQ,5589,6430,13242
2950,YNYRE9J7I6,7448,8835,34304
2951,2K10XXYT32,3968,5251,44980
2952,NI63PNXI3P,7739,724,3905
2953,OP72WH84M5,7825,1883,15005
2954,8W87MXAZMZ,2562,1663,40794
2955,JR7VGFVRFO,1020,432,37813
2956,7UGRT4B7L3,7545,4354,10036
2957,00VTBKLFG6,8974,6480,25705
2958,OQN7K29ITE,5333,1058,4711
2959,R6AWUNHDMW,8503,3951,27788
2960,UF67Q0K2H6,5883,3615,10518
2961,3ERY92CUWK,8548,721,38127
2962,8SW4TBLFDV,6713,8819,34980
2963,ZRVRO1MOLB,6488,2803,25819
2964,L8N4EIO51U,6045,7449,31508
2965,RPXHEGIB7Q,2121,5685,25243
2966,Z7929WO9BV,7802,7030,19058
2967,CDN7Q5PP59,4257,8640,4642
2968,OEXYBIXAZ2,6588,8280,14622
2969,1B73BLAKAC,7568,8077,25947
2970,TQQ07JEGAK,6546,6627,1268
2971,1ZBTOPVVT0,955,4339,7886
2972,6YMQZSJU9J,1057,5545,19160
2973,XN5WERQ4VW,5435,7504,13870
2974,LLKH9QCOZ5,5414,1108,27218
2975,3B2147SRL1,5246,2769,43320
2976,P3C1VN5LF8,89,5444,29080
2977,MRT5DK9Z1S,3115,4972,1743
2978,90JJ74UZ9D,9328,465,20555
2979,X6TMLP9IA6,8411,2450,32514
2980,PBDJOCWTTK,3808,4776,4808
2981,Z7JIMMBUB3,5640,8044,21937
2982,P1ARS09PUI,8891,5350,17565
2983,JWX211EVCG,1948,2910,48139
2984,S1743JHYQ3,2460,5859,34450
2985,ESZLYUK3XW,5934,4671,2561
2986,6HTIWPJOYO,6756,5559,37434
2987,0GTR87RYHC,7313,8766,28937
2988,KPRFD9X9MM,1505,6809,26406
2989,PHDQM8ATEY,7257,8380,16142
2990,4LKMZJ7DFB,5918,7625,8984
2991,VH1GFLAADJ,3507,2449,40947
2992,LMZIQL2KHA,8746,2540,22319
2993,70I82LIK9F,4471,2350,8745
2994,DNP2D7SSKW,1839,3278,12730
2995,Y8K6WJ47ZK,542,9794,47211
2996,N8O4ZYXMLZ,5621,5197,35585
2997,AP6KB19DEY,9540,5647,14428
2998,JXUNXN7MB5,7576,9988,16134
2999,KT2PI90TW2,2231,5103,5019
3000,Y3DFH1SIF9,4456,6199,11561
3001,URX8PUW9LU,885,323,48973
3002,21B6LWMF25,4155,6219,42566
3003,C7EM8I1FQD,5137,4913,41879
3004,G6Z9Y32P54,1915,6615,19136
3005,0OATGI4Q2O,2302,4061,42941
3006,JCDYE87GIG,5401,6028,4374
3007,MCQUHVZRNQ,7897,7633,28140
3008,EJIA5UEPET,7235,8482,7824
3009,LYELM98XFG,6929,7372,21283
3010,UBFYH4IWKQ,7510,777,16595
3011,4TNNLA0UO1,5490,8708,16004
3012,D29958BL62,6470,391,10573
3013,MENYCX7AB4,2000,8856,5108
3014,4VOLG2NQ2B,9541,5516,21137
3015,P2W8KL2F5P,4769,2309,4419
3016,2OFTE4OKIF,2763,6744,15234
3017,8N1VBPIDNA,4311,8974,41403
3018,0NPB3PELRY,304,7536,34844
3019,1Y8BD3MS8G,4367,5241,24778
3020,09F0HRTW4E,7732,355,24487
3021,AEC415TSED,1746,1220,48615
3022,P9GMDLWBMZ,6586,7528,38658
3023,GZ9TNSOT2V,2433,2928,27211
3024,ZQJO970NV9,4032,1483,25821
3025,5PEMY1Y5CB,8226,1788,10183
3026,IP9BQL9UQ8,9609,7015,22390
3027,OBEGBUPJ9I,9760,1529,48938
3028,Y4TDWUUDBW,8000,3166,29967
3029,M6H697PGC5,8986,432,8919
3030,RUCSH2QE3V,6401,2256,27036
3031,C8388PS139,805,6569,2660
3032,ZCCVZC3Y4U,5348,2893,30770
3033,3U13FH16Y1,1411,4418,12599
