TRANSACTION_TYPE_ID,DESCRIPTION
844249,21BY6NU8TV0JYM5
355146,JC6L8MPIQROE2KQ
873101,6VH2E3OMQHN7P6P
922354,NGNM80NGK8T664Q
487208,04PZYJHSLZGGW6O
675914,GPXZ64VDZGA525M
313937,GQYRBTDFOKOMWQY
983272,HO8HU574H1HF1Y9
546408,X34BI4H0NP5WGWD
835163,YUE1PWQ9J72FZJ8
710950,HIX5ULL20UBESYJ
888698,82LJJI23QFKKQAJ
534052,V7AGB7H9PMU1CWB
643606,QGMCEN48Y5DQG2O
459490,DXYBUBGW3O457VS
905893,G8J1SDT8IQAFV8D
486932,H46CIA70OCPIBOT
528450,5TF6DU1Q6324XGF
325323,05PPZ5INEZECCFS
887165,TGSLKYARNZHPGTT
638082,XV35055FYMW9G2A
289670,4VG9MP0ERKMZ6MI
962905,OK1397LX56J95GU
594550,728FJPLP8YDZH6E
253000,WZJY96F5EPGMO4V
377749,23KOZQVNS3FJK1F
524511,BE9CJ93IDGXDUY9
546046,LT5K2E6FNRXZGOP
445846,JNNPWV8G70TQ5NE
498086,Z02U2F7NZG96QG4
907931,AO94ALGN34RYMTR
713273,F33BO3M99IFJKHN
981559,TQV08IRIWRR8CQJ
934489,NG0HHJAK5AVVO66
375841,9N93WH6YU9TKYVX
316259,8C2W9J0GMP7FCEE
800692,IY6NNNPZ1QEXZNY
806280,4OLOAKV8EM2EE6B
383006,2A84O7ONYCLETUD
253434,RNFLOGR8HD47MDF
926386,S4RU31JFUMKOV52
580877,KTUSHOKWMXM7OUD
285038,0KJXQQQY31HYYDW
622196,1WP8HR4XO0E32FE
150160,5HV01SE6KSJHIS9
579259,1JBTIZJNU1VS6X7
154378,5UTR9824C3EL2FY
347488,NQKOZ38G2E4RZJT
916195,C8NIOTAGIVXWRHE
293884,MS11KZLM4TXAIR4
869831,YSP8AX9NU7JYAD6
798627,GJ2RE6HPFLPR62F
908078,7CTTCFRK01OOWOS
207373,43P9902W2HJ530U
998707,YIQY9OQMRHX55DJ
877390,FXR2AW6ZHZSF43Y
703594,NACXJ68KK00RB8B
856953,OX43UHQ89KCI55U
751556,L2UJ13GJLHVRFIL
762384,YVNFCJNEWMQZJUU
114845,YHL8HB0M16U3HHL
253413,P1ASLMNXC1MAKRL
579932,H4ETVKTSVA7LK8X
732763,UXUJ5HB64UDTLE5
360065,4YYUF7OA6ZPU4DS
670583,PRYAKGOH4JIDYXY
622096,2SFMBWQIGUZSRPG
235705,CA0YMQXRSTVYZV6
709148,71TTKRUBDQFO653
587912,3TG61D8RIMXEYIO
246058,PEX392T0T6A08KT
634926,K471P6QE759A4P9
620151,3O0C9YBF794CII1
583436,L6VYVI9HQJNW51I
659510,IO2EE5VXN68TCP0
816126,8OBKYY6ZX028YLB
914924,177XW7LMKG955N1
815501,EW1S0LXAFJ9ZV9T
494477,62K956DQV1PQT2Y
818402,YPPAPON9J4R1S6J
639888,43EKHAQU10NKFM0
232113,V7W1EHORZJ3137K
243375,EVLLLQ6CUQKYLYR
517543,WZNI95PWLKRD3H1
846732,VIOD23AQ1QQ9HYY
731739,RC71KHCRQDSZ3MB
199956,FH7UV2DB3SEHZZX
271294,5LEFFC6E9NA19R0
112006,CJIB1K70YRY6KAR
965338,E61U0TT1UXYMWE1
128915,OO484J4UIDRG5LF
544830,8VC01L1WJ6OFFJS
178976,KMJ4QD08MQBRDRT
231784,U5XK9LQNZN1RXG4
244275,9Q0JVGMGMFAFB8M
736488,LE8MUFYMHNVN12L
118348,UDE45QP5SEH8YKB
601933,4I7LS0QJW72ZJMK
697323,2ZY68UG0JYFZN6P
283587,CDQTDHHTCKZM2J3
898296,57VNMIWRVDTRCNJ
645034,BRXT0OZ5CQD6M7C
332817,TUEVKQZ9EHWZMJQ
935876,MQWJLGI0B5EGX7J
673866,I5SY0RHGMHIKNA9
412829,AZS1E7C6K1LJNUV
233191,C46EV6D3NZKN4SS
782783,FU73HD3WR0F86WF
475925,OZHRU4L24Y8157K
813980,PCSEIGNN4YNGNK8
349135,3EOOKQRRBGTIIU9
795763,LTU3QHPUAB91SLU
178766,9QEAVAIOISJQYTZ
868278,IQJHSLGY8J358PX
728416,CWPALYBO3F8QAHJ
115599,N9ZH4X1XBLJYNZU
587202,BH790GXL9Y7J9WW
883950,FUX1W2V7F2A84A1
709596,8C7X9T467U4LX5O
220072,JEP9YNXV6WSFWQO
685037,Z36IP40HYM546BI
485155,CIUU1TA55771R87
788797,NODR619XR0J0LXI
825165,56DNDOHKYGB9491
161609,4JQ5YF3RCCJOGN8
426008,HNP87W5JZMZOPZG
630973,UB5RYV7S04RHCVC
717566,11EFF15WL5GJ8I1
250335,4HO5Q44UFKAMLGI
720547,DG9EQU6VDPYAYVA
100198,FQ470T7V37IFN3J
831667,1I01Q4ZVGDWOXYN
896820,ZXU8OIIP2PUW32Y
284610,AMV4WK0N1HMWM41
840144,3GMW8U5985MNOR9
287534,RHWA4J0Q0JS8F9T
992297,SBRN83EBZA5BAK5
431221,I6NOF6F2LJ82X39
852608,SLPRFOEP0A1KL5Y
993822,8OFLJLA7M3SZ5UQ
211828,4BN0R37F0PN1HEI
446198,ETXDRNPVTKMZFUM
353863,OITMD03PPLI3QLZ
131582,W3FH0RHS55GN88Q
911926,GSVNW84WC9DELEU
720152,I9FLZGFD0XH42IZ
504458,F3WFGTP0OAAHBA7
427524,KDWEBHRV0GS56AX
524829,4LA86K6YQLQ86DW
619188,BNBF4CRKYDM0NYB
116311,GGSRKE8NX58G8MJ
798360,1OWBDX9UXY8NR4Z
146866,350KKONRATBPOY3
902167,S4TJAGO9N7DUF2G
453224,FI32TYQNKK7US2G
223691,AZTMF9D1I3MQ6Z4
179871,BFDQQMAS817NCHB
503381,NA80N2Z9SYAEO5E
110555,JPCIUK4RQ9GNZDB
479511,1092FXNN5XTGOD5
475071,MUERUDCNS0PWHWK
590803,19WGNO2QVFL6PRT
790961,LCM9UVPVB4VKER0
806557,IM51BACM4GBA01G
742943,7DIJME6TVQEOEUY
477712,XQXTZC8F8N01ZXK
547214,7EGBKB8H6YQ4TK9
406881,9TVEFBSPPTOWR7J
817555,2XCVXGNS7BJNPHZ
508612,KQ9M98WGNZEF583
434904,NLMXZBDV4KWZHXR
996311,6M1PUF38QOJONH2
504872,TYDWS72UTSXZW2V
419380,OR15IQKCV2QH9MB
423589,KE13SBUPWRMN0FI
758896,O2UOVETUBZJMRP6
270105,HK1RU4CJ7GAY95R
979155,8DA95IXE60T6PKE
883445,Y31CIHHIAR1SWE0
383328,ZZP8SETO4SD6TEV
784954,624OODFYB2X00ED
745064,2TQ4945LPQS1J74
993984,I9JXBWGITCRSLLR
763297,TIOWG1PUT5Z9BSD
169163,NHB4YTXPNAZ3427
431282,250MQD9P4CKN6DG
772513,ZJ8ZKPOLH89B8XP
375339,2QJT1NYUGEO2R8V
344890,VJSLJSPUVFCN4SV
752192,09LW8NRIMF5OCNT
728376,EP3Q3WD67B38P3F
814419,SWNDXYC7YF5KW0A
269393,KDNUD33BJLMU203
922111,N0I7EYQT2AJLRXQ
407422,GVIK4FQ43TWUIQH
816067,D19FKXF5P3DRPYQ
311295,9B8C48LKOE9SRDL
734722,DQ43GMXMD3RTB80
919201,OOABPIFVQCS9X8S
905592,GT3QVTWGTYOPS3G
388644,AO9PNW04CFHY2FH
177670,9VD2W2J8P8Z2JVT
909849,8QLHEV0NIK7Y0TY
355933,0N1ECT6YIQME5EP
908202,1V4CK59NB3DSGI3
424781,IFM9R8OL0S3MBCQ
782507,E2RJE1LDD4BTT6G
573461,7K3747O96WMOX05
729761,JWH0PQLIE3VFM1W
373298,W9ZLB5UC292G8IA
334740,9LDEXTJ82D1QAXA
178276,9TPQOT1U79M9922
163284,NL35FWCXS1M6KRR
279614,R8P50RZIZD5RU77
370544,4VAMTXQWPXFJNLA
989318,GOZI487XIHSQKAC
849608,P7BJ6STZ9PF0DYI
645023,IMG4TBUV81XMT26
244115,AEPPV5VDI1SZLG6
506604,KXOGM8HYDM2ZP9R
708341,2Y7SDV69TKZXMUV
617743,QD5NMM945WMB3HH
299047,CLGCNC64VKHGMZC
848579,AUOTLADAWUTLEXO
989984,DJN8YJVWCDPEJ8F
705341,4ZKB4ZWQU785I5X
856708,P7UBM7K6WUUIV95
675105,75E5CPVIJD75Q2H
343906,QKR5RFSIEQX1W3P
955562,07QTOHKFG2I2LKQ
153016,NL9FHHVDMX813LR
576071,JW5HGFCSHCR7SEB
814315,HNYKTDJN01TQNLA
907949,NKTZPRPQYR1QOVI
235888,4V0S1MTW20QQCAA
324173,4IHREBNPD5NRKV3
512872,ZSVEY0N7G9CIOHP
217221,16LAXSC6FIEOHB7
601741,5VJ5B87KJ1NYR8I
715975,6FIRI37NS5YTO5L
709558,HU1W08Y8PJMUE4C
929448,6RF9NW9JJCM299G
595536,YDHXQ7E2848IHD1
747490,Y3WDB5KXKX214J7
458766,UTP2LKMZROU69RD
568712,Z667QS6IKDS9ZT4
372107,J7JQU6QK62T7URS
598366,VWOFQ78G9XVSB2Q
949119,WNPP8MBWCNP4H20
179916,9WXW1V8RHGBY0ZF
179827,PKC55RWO9UBI9RQ
174719,9RV4T3VUF4XGUZS
240492,X286C67NGT52CX9
160499,ACE7MA276I7JCDJ
825088,U3JDXHLKY8B0JBP
295229,DAIE49N6OV31S3L
723644,8YJ4LBMHRK6QXP6
546306,BSH7JN57T8M0BZH
673835,4GIUVWP8S5K7LRX
943197,CARK7DHDOMO1NNK
823552,DBRH4IVQ41IPQ78
680715,MLANOVGIL41G1M3
525600,IZL2OCZ9GJ89KWU
971964,0WYJHC4PFS61J05
239410,7N98NLTZ6W7V8JL
889396,0CPGQONNAMH7FJY
686756,DEO0XNVVQYT544N
129735,JD0B6WUKN5RFIKS
618623,1M6CLS2M1H80KH7
635619,DVTHW9EDRB03N4S
185512,3DT1EIA1Y0FTAAZ
165512,KUQI8N8C49HB71N
414081,MGWWLWCIJKK4U8W
451199,VFTZLA562FS6IJP
486645,JBNDG9R4Q3IFXTD
834017,K8CEP1QFA8CI2FL
743903,SKTU94K0OMTI8BV
740069,KYLOZOXDFL0112L
180312,G2BTLGHPDHOIRGG
512219,6UA9S988NUJFR4N
352400,GU1XTU7CWX2ZKW4
957289,H6G37EMNLKKRU02
317297,GNR9A79CILZYAWX
518577,GER379XWQQABHN4
393771,5N82S2N6KBVV5RD
857784,OS9M4P1J57DA713
921515,P5PPR60MC54YRW3
981154,BNGVL2MK4EZ5NRE
622776,9XPOXF3WP14WAJS
207390,SQOR1S2MCK7XY31
593122,9WSFD7NGYIWABY3
422911,NN1ZSTKTQIIPS70
470095,08WF3S44KPY23U9
477728,7BF5QG4KWBMPQSV
881043,WCLM01ZTU0L6HNQ
625144,2HS312GDFIS9D4X
109017,M6T5ML0DKF1HR7F
314465,ECWTTU3OYE6T0UB
712340,COSWDMNHBYYLAHT
721221,D14A21H5UUGVF8R
311649,GZS82M78Y3GPTK3
312832,FN4W9EFBHDAKK56
715339,4YCDVJKMN1WCN8M
890538,WE353QK5W9VZG76
445918,XI17PNLE26JA49D
617654,66YDPRHX5P540QD
737352,24IMCGS8ZV0AMTH
667164,HRGJIUKSBVVSDM5
288212,U3AZ5CQOHRCPJ9S
476709,PK76YKA1WF539QU
795740,ZWFIFNVKL7KY1U8
159260,T9QNQJBXI5SGXDI
570851,P71JR27Y26JV1OB
549411,2YQXKJWS6G3V8JA
512250,MUBHYKYDCJQG9A2
120751,OI59CNOSRFM7PFI
241988,FHXVM7KV5464EDR
727636,P7PPDFI7UEV1FKK
866523,2B85C6NGQTZD6AN
430742,H88QR57FR6ZODNZ
262843,OQ49VWU59CDER5R
744411,WNLULJKS5EY82UR
784671,K3XXW2LHC6HV4RD
561877,H18RA5LSII4TJDR
501013,HZAG347Z0XGPWNQ
848430,A59YHZM91958VXY
525338,KSIESNK8X24EN4J
533489,J0UKRB8KUVXA9B9
955936,UMLHEO42MKDMD16
902420,UCTX7OZ1KARZZT5
367885,E6FBIYB05BPFCK2
996201,Q1P0EDW1P7M0CFA
251890,ESXVXGUJ8DFVO80
188795,UPYWEKG1ZR1XKSI
546324,HMPEDEMKJA6REYV
620084,X3A81ZO9GG17UCD
452185,QV81SNOZJFKFXZJ
962318,3Q41CL61TUJ53MK
528956,WQA6DA43N1WN1CS
599688,UCH519SELD6QAYX
492594,TUHF9A6U77EZQ8W
322024,4F313LTWA20MLMY
883693,M0Y106JKEYBT0X6
779246,EASBZ5NKBFRHHUS
220768,DT0U7VOAVMUTHUF
286975,PKMF6N0QTCGR5KF
501167,3DZOQY8Z4CJREF8
178314,MFRKPE0WJ9OQL0U
218542,CTSP3BE1OWRWFZ8
131221,MLN5RFDEWN4U1RV
679132,Q2C1TFJF1WGA66S
224110,MLQS8VI3EC3CWZ0
378650,8XF71AKWT08WOAN
620082,OB6KSE9Q27HG6WU
547275,ZBYDJVRY08TU608
411623,07JMH6WO0CIJ5EC
418999,E1F1192VHOU8SHS
341551,0085C7J6AJEVRIA
633930,38UXC7JRNL0F0WP
915576,VE5D6G1GHR0FFR8
675899,QSZHL6SK21N7HN4
134302,HS0RK4BV5AD6NBE
436286,B986P8G9VWZ86HX
536704,W8VFJZ1B1I2NJSJ
884831,UBHMUM8XL7BFGAU
403431,VBPV3V5ZMO6RH9H
768178,2FDEHKRQBC9A6KX
385951,HSY83UGI2PNTS2M
978274,HUL9HZMIHXOY6QG
119761,3UAXW00CSHCEW4T
490790,JBYCH07E0OEFMRN
662563,SD646OYO2IO348D
413982,CSXHN8YOOF71M8Y
890441,7C2ARD202J5I3IF
455699,6GWGJAWBQYFV3EO
936535,AVD8467KNDOBYC3
932765,LGDE3TGVLEDLANA
539562,8P9F328TPY5GQ9Q
829215,SD6WDT1R6EGSD1A
149063,BXKYZM10Q2R7RR7
847241,2F5KMB4P8JJ428X
577778,VIWL9QBKBTIV92Y
780099,LLDGE1GKIN4SH6M
607518,JSPHQ2FM9659BHG
216774,T9T5DLNFGU6T66M
578483,3NTYTENR4PTLG3L
635886,WEIR6GE0OMH3YKC
565631,E5XVNNCCZHJVV0O
463331,QAX69PSAZF2K96Z
166363,D2IOPTCN4LUHD6G
621215,BXYDMQNH8UKVTSM
102152,7G6HW78ZLGW7UPK
397855,JOQESLTUZSU9WPL
244097,59N2XVO7U6I03VR
503427,J5CSJJ70WWXHL56
373662,50HPAI8OSMYO227
357454,LKRPKHUWNCLQWCW
708202,U9VOY5BR9N5YR0I
351614,AWIXRNDVYAY2OZD
416560,7VUGENPBXFOUBUR
943923,BMKP2CPLXVNK90W
758972,2FN9R56LM0B4HPF
913401,VN9UZNXUBFUA23G
261292,G4OSVX3JCEHARTW
127991,HKEE4M7GDIZ0RPE
933871,YCIGCKWFOPIQCGA
137749,NMC5F7INK9GZM91
399008,K6JSWTXHL56Y85M
798575,ZFYZ2XWAMW7KD5Q
795691,NO6SRFNNHU47VXC
883902,HA6X5R3PLRW90B0
882135,YAEPL8ZIRNA7UTO
598023,3GPL0S3CYS5ENVX
217952,XTVV0X3PPWX0FTN
220377,HEI1UUOF9QA1ONL
823202,V3JIFV7V0JK1N9T
445986,PFN3MBXQ9DIJIH4
120025,QUX9SY6GIK5CWGI
836355,K84H3493GCV2GYK
518609,HMU8FXX3SAM6PSQ
733011,NVHCRW63OR2CLJZ
948139,C671N3S6X58GE1K
187113,N9HC6WS7J7W9CNW
582050,O107Z959OIPF62B
478983,N4BR0IPQX50QD8O
184829,UCT3ZPLBAZ42C9Y
186234,KOFYJO5OS5QSJYA
760109,HJXM8RZSYZNOK51
446007,8IGV7F9C3LO5EER
994248,V20AVUH5ABV7OS0
696334,OBEH8OI9JDGG7IU
255803,ZMVW5GRRAJ914QL
263579,3LT3Y2P6L3J2NQN
650684,3Z6GYJMD0NRXKHG
953720,3N2KU7HUE94PK5A
215179,3P9ZTJ9NNOL3FBZ
807494,V6OEW3B062GLQ7L
577970,6PRXRKO8JTDY42V
173945,RRG120ZZSWKSYVR
466864,PYTQ74276BZSE7W
384932,E1K5BWQG8W553XO
381130,T87DMVGKE5SEVZA
459904,T4R7JI4QF5HV1IW
414150,C8ZCUPEOZGAR7QF
307768,TK91BOALQ1P08EW
293022,NPDHK8T1BGN93K2
568881,B55UV4727NHWQMO
714331,0SYSDWDM8V5PPG2
766244,JBDAAZARG0M9R9U
801010,60AMIZSQ9WKQT6B
891074,9RTN7M50ZJJMLCR
764216,DETBW5MSPYG4LC2
293149,3EFJ0TFV4NGLHWT
949514,5MRDZH9PSV5IAIV
707672,ETQO6545GM1RK3X
519824,4IX8WLFMRJC0K5H
918928,948WP94QXQQ9FQF
549539,WSRHJTQ82M969YC
114719,NO9WI5LALHV9V2C
698298,51I8N5BNI5SN97U
895735,UPLUQ9CGQ6YB6S9
314598,I86ON9VYH47IZWB
272203,VPFP7JYINPHYT7W
605326,7VVAXQ370NE1G5I
650690,5R3TKVFHL2ZENDO
932909,KSU0K564HI8JBHT
378565,XPJFYFDKVTBMBN9
485363,HL064JLNFX56AID
371523,MQ5FCJU8VWF5S65
345230,5H7J6Q8A8LDP4K7
801840,GQ3GGCB18UZPZN5
351526,CV009VREJ62J8CN
152563,6HGN7JHK7N5S3DA
824230,SDO6BGCP5IO4UBY
137360,1CZJDRHWGHZRMCY
208154,NQHWJVG2QQWHBMA
352755,OBEBAF8SY9Z0D08
682280,WAB7SDJ23IBE64L
795698,XV59OO87HBYAJSA
294289,DTG7GY730OPNWT3
915194,CWQ5L6VMSY2ORNH
187528,KZ9GNRNL92UXMOD
878139,0L658MLZT2UR964
973221,MASBZIOB1BP9EUI
432523,TUF4EGMT00T9LPN
339154,7WTV7HQEBLSAULA
732508,4LUWT9APE087DBJ
782567,NE9L7K6UAJPCRO5
341747,OA8SD8WGWJ9HV4R
393869,13F0UA6YWRXHKPJ
426710,1W1JCWB24ZA8CO8
363221,ZUNCH1J10WAA0LI
501203,LLHCMCVWCKDGQ4C
104788,XCS3CZGBZVDAH0X
936860,A98DYLV26EGTUGR
594731,1BO14B1UPH4ABUA
832904,XK1TLG344PZAXND
646194,52PK76SYOEO6YZT
104291,F5M7GW53YCPHXPO
119700,MFZE0NR6RRLPNPH
951589,YR8LVIIUOKKQLIE
867821,EHX5G8FBMIJ0YJ1
804270,43EHXRJLK82LQMY
476776,FXGOU0Q80PVRSR4
526104,SXFNUEAA8TIGXHY
198433,CMII9DGP126RPXQ
624677,0M2Y79F3LUOJBYZ
360226,H9JC8NV1DPZP1GE
924093,S67IIF26US99T98
435876,5CH2NOMKSP9J0Z6
806434,U9JSMP1DQO7ZFM0
216448,LJTGYQIAN94R3CT
804969,3X7MOW4LQP3ZJ26
335145,DVD42TS4CWP6GVB
762362,YU0805YPVZIFNPA
156269,UUNVLQCTSUA3KKI
859977,8DSJXGFR3Q7D3SN
257564,UEYFAUFKCPZ9UBF
496769,2EFX9XN77JUHMH0
406248,BDQC3DXOF6AR2E0
348416,O0J132PNFJAFH2G
834260,QKA0IGKT12901KD
809620,EFNR45J8LUVRHZU
708774,EAEFVND7SH3W4DY
741771,PGTXTDMRC5LRY2A
436637,1ZN9FSGEB2H4KOH
502311,PVUC3KEQT20OGQN
369422,N0O2SAZS3ALU72U
880895,HWW2WA2VCNTKUUY
378933,AIV9R9UEONKY507
611616,4S26G41TU18JTLL
641387,QJ4D8UCIMMBOHMK
835116,VIB53403FW7GF73
454714,YQ2S489TCMRW2NS
291836,689O11S84J4Z37U
128474,92GQ2QM3IFKO90I
679897,0UBWV2UGK627D4S
326883,1EE4H2HHDHJHXVM
368352,YYFYU0DRD5LYPB5
191928,IK9QQDS7GN54TVL
403852,TAU5FP6SVSNXGRZ
963659,9ZEJ2QKF0AYF7HL
341885,PA3SHUP3B6NQJY3
340517,CT5Y6YG5ADGDKCG
251139,F3KELFZ0Z29MTUU
528002,WISDFZE2WM0QSNY
154813,AU4OLAEUP6A09C7
200612,XAQ0OGE7UNZIECE
902168,FGASPWYM5V7ES9H
787529,0TGW5TN5AHHKR27
297351,M3VXQDU5KMHLQZD
837447,36IYX6IV94KUGGM
676550,CBMQT01DKHUEY20
774063,MSQR2HH69M2R8P7
773006,YRRKO3MFNZ1SHY7
938011,3ZAE3YVMZJIRS7D
849229,FW4005FU7YCB0BN
252649,RHGUJ6MGSMHPANG
746790,1NWP8AM9UDFIYK1
666443,6U8AA6XS074HI5U
479064,B5O7L8QIP7IVCN2
851124,OPWIH8E5PQ6TS24
751241,JS7H1VDVWWXQSR8
588134,7UYEDA8ZACVY2DJ
598595,3ZAMFII6S04503F
984516,YS15CLI30UB1PSW
482973,U2QQV754TUW69G2
795716,9MM7PJR8WH9WYJX
359429,EGS9SX0RIHWQAY0
393333,GBVVJNT74DPSPBK
989917,3SCNHGFWNO1S1EN
523955,C9KJ1ZQLVTC5HJ2
379313,9K7OQO4QG8OISQK
583714,EHV3QIICTA95BF6
788140,PP4WKCF6Q71JH6W
229740,8LAXVFX85M94YJO
992137,IKAT0BW6RII0J0S
337888,GS97RS1HHPRKG6I
275218,STQ74UVC0NX4MM2
527989,MVSX1VYDQMWICVM
554405,X70BJ2GOWVSQ4SJ
420354,C7LIONAGGLGW5AH
205387,2BEC87PM6HXVCO4
149437,2G1343AW8M077V7
117533,RG7IICCTPSTJ7FT
661322,1MOAY08J0NHLRS6
190122,FOAI218IFFX5MVM
509360,P9EFMOYKVMX4MKJ
745633,X57G9LB1FXJG24O
347512,BSD1BPU6RYKVSE0
616957,9JHZSIT92T8OQA1
533996,BJLR6Z0KQ6N7G1N
541734,HQ3BGZBBMQUBL3Y
876504,4QC5PE9BRL6EKS1
909362,8F6XDCBQLRDQEJC
529656,32JXG5SJZDGG0GK
941664,IEQU9PX09EH76LH
371934,DXXNV9VRBF06OAA
627713,O0S1PPMBBONFHGJ
376901,EOG13T53S5X5J8H
488741,WVOAJLV2ZVYKVMM
642079,7FBNGVT9XIAHIWA
630494,7DMAZ04R3ABSEDW
769245,I0BZM7Z539D7YAW
288688,BF13AV5GC09AVFH
541036,VID2UMMGOZ3E18B
128290,Y84N8ZK1QMONX7Q
316832,3RBLTF2AQ37BC4D
881036,0BYZX0K5EHGC4J0
979702,JVGBVQOCSD8ZSXG
734200,8VGDFYAS6R9P2J5
838766,21PZ28Y1Q8NNSU4
602783,WSUKILKNN32E7H0
626037,6K3Z0YS566FOS8H
214512,UK0WMPZBT382MO3
844545,DZ7Z98K38LFQ28D
459200,S22N0H56LPYKBKP
958718,4FPWW874PNB73IV
450505,6GQT5CYC2NGPKX7
885027,HZTUCI3ZXJWSVV2
221883,JGKA8P5Y8PQ2L55
945280,BUXR51OFHBUQAF2
202403,5I30DMJKYU934O1
627906,B2JB7A2OE5Q413D
895548,OSPLU0WRX3W82K0
688707,KRPKNFSMNENCDD2
492113,BU0RZUNWRYWRMW5
408550,5N16P81VHK21I31
513732,UHUN86KZGE10APX
320094,6CTMRU5T4T3FG0S
485833,5L595A0U2G1I4CU
618023,PDJ1ON9BRWFBUB6
899602,FUJ74E8Y9ZEAQSI
900671,DTRP99K24FMCOGL
551152,TXLDDCLXMNPX6VW
116764,H0GR4M42QGYUAL7
731602,W1N5G21Q877J3MI
994147,OH8NW6YAE8M2URH
993772,1NAXVL77RA50HMS
798824,0J5ODXTXVLO4F9B
952128,AIL66CH5J04QLHN
479667,SLLXZRATPA9DKRT
782465,CBE7IDU6EDD89KM
280516,VMFNUOW2Q3RS7PX
586276,4AMG0E2T8FFCT1H
316736,T4JPC2HGQKW4DET
648464,YK4XPV40PD1CLBH
595321,3CIH4SFLID99D70
137260,CFGQJ3B338W081V
440691,73SBORHMPKNU84M
601006,DTDZSEMXEEYA99I
638839,62MJQZ2J8K1X2DE
291217,5OBXN1MBW51WEO1
775114,XEUA1YU71FPGAZO
272373,VT6YE7LPSQRUYIZ
188405,EK46W9VNVLVEDKY
638356,8LBHWSIHI6RV836
993998,2WK4HFQNCXUAY86
351535,WS2JOEG7S0IW5HF
107985,VNDF19H6JF6I2W6
890177,GSSO6T4OJ1H4QYZ
758985,PRE46S47JSVYPUR
127868,ZTLVDO16TS3R2SP
666766,E4TDAH786SDNDK3
621863,JG8FMGICAES4BS5
982819,XXLGSEDI79P7KG5
155480,6NPKQR77MAC923P
765199,T679WP4YL3NBVF4
240568,J9GW16NWSWE2I4M
750206,6D9SYGGFBZYUZ0K
285748,4NGLA1E716EE131
886876,P5360B1E1O87U3B
598226,VKG6ITL3QECKZBO
200256,UPLZ84PLOU1MT7Z
521036,B5APNAHJ7IF9N5T
459744,62LANSJLP2YZZMT
691273,4F8KKUFG2IQQQOQ
904931,2F6PDHDYMWJS9Z9
472882,0H5XTN18MWNGO74
970386,VKGH0S62X3SWVA7
941838,ENPXSGKLUYV54EF
632999,VV4L0TJ88ZPS4W5
815723,TKBP8PJYDJ773K0
620516,9VIXYV04N3V7QEG
554275,3D89WLKMSLPN4DB
460689,IAA1F4BKJKXHAP8
347654,2IY9HVROEV0S49X
907734,T1TYQPL6VS4O2Z6
125177,KPI2550EP9O6ME6
493813,YCWYR21LH26GVJI
345747,G60IZNDRR8HDTGT
956719,TWTS8K0GDB693C5
627355,22GT5VXWGK30P7D
358404,MDH5S77XXN6KDAX
343693,KHM2TC6FXAZZ28V
166780,5HBQRLJ9IANUOYF
241017,1MIKZZ67O9Y3SBH
451433,665SJT92I4TI7RF
607291,67TPHOM3W6IBIE7
828614,UPRQHON60PWA585
301960,W4R7NHKHLYS41PX
755730,UMZ83VU5BML9O01
197703,GDG0DCL1UOJDOKI
291324,KBF4XKAWWEQDFHM
902032,HWJ7CX7SW683UON
153390,OWRAR6SLZ1RX3WY
701641,R1BQSSWW94JWBPP
411623,1BEEI6Z6SM82LZ4
398941,0H18P94KIN960WN
790712,M1QZM36TFO8B1BN
353037,SH3F8E82IRC1HLD
665681,S5AYRV4PAPDA2PI
544650,6F22HI87X12NW4L
595753,6WFYSGIZOPGKHCD
592008,CJBHE9AUEMONE63
441575,Y4HRVE5YP3X21SP
452065,PCUW24U99DCR64T
653998,3T20DB4E5ZJIXTE
309087,8UJUUCJE512E3VD
805499,6AORBEKH2OYND97
911610,HKEMY47EW67L2DQ
649918,D71V08CDX92CKEE
200390,9J653QRHWRBJOQP
227426,TT2BZTYX3S6OU9D
860684,CDS1WXM7JUM1H2E
890447,KPUA2XRAIV0UHEO
992298,RF7K0Z5DL1EDBS3
682232,RK798HFN06YJT62
365586,EEOIZ4958CCQZJD
587250,P1CCNXUJBLTMHUG
222304,NFONXCMGFYAM879
110686,D4MTLYVSQEIMQ1W
627956,HF8YZIISC580V0E
544703,APXCOUGW9TA41X8
223431,T9ZNKRDHX69R1KL
659660,PMJ6DVWLXG19MGO
591906,0REF97L76CJZATO
107881,XH0P3JA9SW1U9A7
917932,C72K6UWDEI701ZA
666496,AD3EH380IK0SW8E
602460,PJPHP4HB0XBE0LJ
480851,Y2278POQPM3OVG8
453838,S6MB2SQV3YP6WN6
790094,VJ5XNMELFR4Y305
290326,Q3FVM1NVKGZQ2B3
737462,OIHDN2NI0OJJN4Y
841273,7NTBRYMIQ1HL93S
739718,OBTOR9K5BN3CMTW
115405,IYBJNM4DTRYCNIR
673592,NWPKQOZWROUMUIA
815615,D7EPZ0ALUFBRN1Y
881325,T80CXQD518HWM0L
643959,QA63FCQOG46AA7A
385331,19I7KSETBGJ5VK6
571091,HFLOL0QY5NIT46W
554960,YWPH8NFMIE5URIA
373292,9A31XPT9Y3SQR5T
182699,PUKBS8QQHECEJVK
492815,PQ94B0TV69JEZRX
900277,HXN6N7MHF163GVV
714544,V5UZ7URUJ1XZ25O
769922,HK1XD501UV3ZWH8
320277,WPE8VW9VQ95H2JX
510307,7N9W9D717SYB7LQ
869848,Y385ZL27DSCO207
